Vernier Format 2
Meritev2_1.cmbl 10.10.2019 15:11:33 ,
Latest
Time	GateState	kot	Velocity	Acceleration
t	State	d	v	acc
s		rad	rad/s	rad/s²

0,2404832	1	0	 	 
0,273312	0	 	 	 
0,8697828	1	0,785398163397	1,78957243402	1,72102816068
0,8830828	0	 	 	 
1,242028	1	1,57079632679	2,43114130269	1,72599476225
1,2534256	0	 	 	 
1,5346828	1	2,35619449019	2,91988532929	1,61407706704
1,5450832	0	 	 	 
1,7861828	1	3,14159265359	3,3459535407	1,77413932587
1,7935832	0	 	 	 
2,0078828	1	3,92699081699	3,72129433557	1,61188498514
2,014688	0	 	 	 
2,2100832	1	4,71238898038	4,05435719391	1,68249878796
2,2166836	0	 	 	 
2,3965832	1	5,49778714378	4,35266566098	1,51651962565
2,402304	0	 	 	 
2,5716828	1	6,28318530718	4,63598664178	1,71959263048
2,5768828	0	 	 	 
2,7360836	1	7,06858347058	4,92476148063	1,7934661728
2,7408852	0	 	 	 
2,8911828	1	7,85398163397	5,19300590742	1,66553847444
2,8965132	0	 	 	 
3,038924	1	8,63937979737	5,41610553602	1,354602537
3,0445828	0	 	 	 
3,1813972	1	9,42477796077	5,64908516997	1,91590214668
3,185792	0	 	 	 
3,3172964	1	10,2101761242	5,88731241859	1,59003826528
3,3216168	0	 	 	 
3,4483812	1	10,9955742876	6,10964442256	1,80214761705
3,452728	0	 	 	 
3,5745828	1	11,780972451	6,31071204967	1,38430369742
3,5785296	0	 	 	 
3,6973836	1	12,5663706144	6,50505916306	1,78093811522
3,7010836	0	 	 	 
3,816188	1	13,3517687778	6,71907703391	1,82192290427
3,8197832	0	 	 	 
3,9312828	1	14,1371669412	6,91626470663	1,60460327619
3,9352924	0	 	 	 
4,0433832	1	14,9225651046	7,06988298259	1,13612335751
4,0476828	0	 	 	 
4,1534996	1	15,7079632679	7,2478377086	2,09599694442
4,1569248	0	 	 	 
4,260216	1	16,4933614313	7,44584722215	1,61495120498
4,2636836	0	 	 	 
4,3645176	1	17,2787595947	7,62753608987	1,86896213337
4,3680828	0	 	 	 
4,4662192	1	18,0641577581	7,78932748214	1,31272610483
4,4694808	0	 	 	 
4,5662068	1	18,8495559215	7,94475131978	1,7961361469
4,5692828	0	 	 	 
4,6639836	1	19,6349540849	8,12505875808	1,89200742703
4,6668992	0	 	 	 
4,7595832	1	20,4203522483	8,29051385662	1,56941079113
4,762892	0	 	 	 
4,8534832	1	21,2057504117	8,40488284267	0,866563352625
4,8570832	0	 	 	 
4,9464828	1	21,9911485751	8,55300981062	2,31897654111
4,9493832	0	 	 	 
5,0371944	1	22,7765467385	8,72773742736	1,53339992986
5,0401112	0	 	 	 
5,1264828	1	23,5619449019	8,8861384067	2,01467528127
5,1294836	0	 	 	 
5,2139992	1	24,3473430653	9,02296136911	1,11212066575
5,2167828	0	 	 	 
5,3005816	1	25,1327412287	9,15625468238	1,96687259996
5,3031852	0	 	 	 
5,3855828	1	25,9181393921	9,32362404385	1,97117442694
5,388116	0	 	 	 
5,4690832	1	26,7035375555	9,466940694	1,46154326424
5,4720128	0	 	 	 
5,5515208	1	27,4889357189	9,55347141453	0,637759008716
5,5547044	0	 	 	 
5,6335072	1	28,2743338823	9,67653483698	2,36428578047
5,6360828	0	 	 	 
5,7138832	1	29,0597320457	9,83829123314	1,66070665911
5,7164252	0	 	 	 
5,7931832	1	29,8451302091	9,98588583428	2,06172968748
5,7958832	0	 	 	 
5,8712056	1	30,6305283725	10,1079564476	1,0673874198
5,8736832	0	 	 	 
5,9485904	1	31,4159265359	10,2223795445	1,88986250448
5,9509836	0	 	 	 
6,0248836	1	32,2013246993	10,3698660809	1,9764463242
6,0271832	0	 	 	 
6,1000832	1	32,9867228627	10,5005747936	1,49986771782
6,1026836	0	 	 	 
6,1744836	1	33,7721210261	10,5707019811	0,385261596266
6,1773188	0	 	 	 
6,2486828	1	34,5575191895	10,6849075676	2,69308928683
6,2509832	0	 	 	 
6,3215196	1	35,3429173529	10,8335152563	1,38747681961
6,3238836	0	 	 	 
6,3936832	1	36,1283155163	10,9655871502	2,27286977972
6,3960884	0	 	 	 
6,4647832	1	36,9137136797	11,0827560004	1,02301911508
6,467012	0	 	 	 
6,5354196	1	37,6991118431	11,1863258544	1,90945915366
6,5375908	0	 	 	 
6,6052144	1	38,4845100065	11,3255650109	2,08049873817
6,6073192	0	 	 	 
6,6741256	1	39,2699081699	11,4435867799	1,34483035183
6,6765828	0	 	 	 
6,7424832	1	40,0553063333	11,4943308974	0,13983609387
6,745116	0	 	 	 
6,810784	1	40,8407044967	11,5988676413	2,92123329055
6,812888	0	 	 	 
6,8779296	1	41,6261026601	11,7224007729	0,75832669864
6,8800976	0	 	 	 
6,9447848	1	42,4115008235	11,7690922585	0,638467733367
6,9470856	0	 	 	 
7,0113984	1	43,1968989869	11,7623806779	-0,839975550727
7,0135264	0	 	 	 
7,0783304	1	43,9822971503	11,7409434372	0,199407788137
7,0803984	0	 	 	 
7,1451864	1	44,7676953137	11,7665368512	0,566220247536
7,1471872	0	 	 	 
7,211828	1	45,5530934771	11,7664667923	-0,56832280331
7,2141888	0	 	 	 
7,2786848	1	46,3384916404	11,7000473749	-1,41859303618
7,2812352	0	 	 	 
7,346088	1	47,1238898038	11,6874047644	1,04345920229
7,3481904	0	 	 	 
7,413088	1	47,9092879672	11,713562498	-0,262631334059
7,415288	0	 	 	 
7,4801888	1	48,6946861306	11,7280543017	0,694572641884
7,482488	0	 	 	 
7,547024	1	49,480084294	11,7213940385	-0,893876697369
7,5491888	0	 	 	 
7,6142016	1	50,2654824574	11,6991822615	0,232591479166
7,6162896	0	 	 	 
7,6812896	1	51,0508806208	11,7222603922	0,455404306069
7,6833104	0	 	 	 
7,7482032	1	51,8362787842	11,7222603922	-0,455404306069
7,7505912	0	 	 	 
7,8152912	1	52,6216769476	11,6542417714	-1,57233897955
7,8178912	0	 	 	 
7,882992	1	53,407075111	11,6418141486	1,20520527272
7,885092	0	 	 	 
7,9502216	1	54,1924732744	11,6700629091	-0,364838514678
7,9524032	0	 	 	 
8,0175928	1	54,9778714378	11,6813093406	0,69870317883
8,0198928	0	 	 	 
8,0846936	1	55,7632696012	11,6766961108	-0,836204662202
8,0868272	0	 	 	 
8,1521184	1	56,5486677646	11,6526563863	0,123122101554
8,1542032	0	 	 	 
8,2194952	1	57,334065928	11,6775367736	0,615422540217
8,2214952	0	 	 	 
8,2866336	1	58,1194640914	11,6787784191	-0,57843490059
8,2890136	0	 	 	 
8,353996	1	58,9048622548	11,6127148077	-1,38300386741
8,356596	0	 	 	 
8,4219032	1	59,6902604182	11,5988062399	0,973369313682
8,4240952	0	 	 	 
8,4894256	1	60,4756585816	11,6261637415	-0,163045579869
8,4916168	0	 	 	 
8,557012	1	61,261056745	11,6379242686	0,51106018219
8,5593208	0	 	 	 
8,6243984	1	62,0464549084	11,6281434808	-0,801349846697
8,6265984	0	 	 	 
8,6920992	1	62,8318530718	11,6096731911	0,255705193038
8,6941992	0	 	 	 
