Vernier Format 2
Meritev3_2_3.cmbl 10.10.2019 15:27:59 ,
Latest
Time	GateState	kot	Velocity	Acceleration
t	State	d	v	acc
s		rad	rad/s	rad/s²

0,612486	1	0	 	 
0,6346056	0	 	 	 
1,184096	1	0,785398163397	1,65792078226	0,993370461191
1,1984832	0	 	 	 
1,6047976	1	1,57079632679	2,07429722373	0,986067893558
1,6181892	0	 	 	 
1,9543832	1	2,35619449019	2,41493422556	0,962736644326
1,9669836	0	 	 	 
2,2608832	1	3,14159265359	2,73510158072	1,12644674983
2,2699836	0	 	 	 
2,5328112	1	3,92699081699	3,03466267948	1,07679159826
2,5412104	0	 	 	 
2,7807168	1	4,71238898038	3,30760331072	1,12518069478
2,7888836	0	 	 	 
3,0092832	1	5,49778714378	3,54791937091	0,977631093682
3,0163068	0	 	 	 
3,2242832	1	6,28318530718	3,76464527997	1,03842387434
3,2307212	0	 	 	 
3,4272276	1	7,06858347058	3,97484313844	1,03305834912
3,433284	0	 	 	 
3,6199912	1	7,85398163397	4,16534710066	0,943496998638
3,6266836	0	 	 	 
3,8046832	1	8,63937979737	4,32748996725	0,812322057825
3,8117052	0	 	 	 
3,9831832	1	9,42477796077	4,50952782869	1,22731784626
3,9886984	0	 	 	 
4,1534044	1	10,2101761242	4,70492882403	1,06853008971
4,1588276	0	 	 	 
4,3172856	1	10,9955742876	4,88824590165	1,16866462965
4,32279	0	 	 	 
4,4749836	1	11,780972451	5,05433062533	0,937699733612
4,4798836	0	 	 	 
4,6281972	1	12,5663706144	5,20704547244	1,05578971004
4,6328832	0	 	 	 
4,7767924	1	13,3517687778	5,36495569522	1,06958476745
4,7812836	0	 	 	 
4,9211104	1	14,1371669412	5,5074541969	0,905200105911
4,9261832	0	 	 	 
5,0620836	1	14,9225651046	5,61729265237	0,65308835564
5,0675036	0	 	 	 
5,2007832	1	15,7079632679	5,75612988083	1,34889619896
5,205088	0	 	 	 
5,3351144	1	16,4933614313	5,91775966528	1,05754079323
5,3394264	0	 	 	 
5,4662956	1	17,2787595947	6,06764517099	1,22762668072
5,4707824	0	 	 	 
5,594084	1	18,0641577581	6,20223857831	0,878877623514
5,5980856	0	 	 	 
5,7195992	1	18,8495559215	6,32509631592	1,07877750692
5,7234836	0	 	 	 
5,8424832	1	19,6349540849	6,4607501722	1,12905844038
5,8461836	0	 	 	 
5,9627832	1	20,4203522483	6,58140678605	0,876870302031
5,9669932	0	 	 	 
6,0811852	1	21,2057504117	6,66179207913	0,480966441947
6,0857832	0	 	 	 
6,1985836	1	21,9911485751	6,77576910007	1,46074691931
6,2022808	0	 	 	 
6,3130832	1	22,7765467385	6,91953063117	1,05038030045
6,3167832	0	 	 	 
6,4256264	1	23,5619449019	7,05097340479	1,28548314791
6,4294832	0	 	 	 
6,5359064	1	24,3473430653	7,16466466422	0,776382275186
6,5393928	0	 	 	 
6,644884	1	25,1327412287	7,27071930264	1,16997437817
6,6481912	0	 	 	 
6,7519832	1	25,9181393921	7,39301335847	1,11377855065
6,7552008	0	 	 	 
6,8573816	1	26,7035375555	7,49835039613	0,885057060884
6,861084	0	 	 	 
6,9614848	1	27,4889357189	7,56152148648	0,328567310927
6,9655056	0	 	 	 
7,0651192	1	28,2743338823	7,65650917986	1,50456325913
7,0683848	0	 	 	 
7,1666848	1	29,0597320457	7,78904641367	1,105321068
7,1699224	0	 	 	 
7,2668072	1	29,8451302091	7,91026752358	1,31613726533
7,2702128	0	 	 	 
7,3652888	1	30,6305283725	8,01135552659	0,736794510902
7,368408	0	 	 	 
7,4628864	1	31,4159265359	8,10443264475	1,1705703866
7,4658904	0	 	 	 
7,5591272	1	32,2013246993	8,21616491771	1,15136112191
7,5620872	0	 	 	 
7,6540872	1	32,9867228627	8,31166490143	0,860011744975
7,6574024	0	 	 	 
7,7481232	1	33,7721210261	8,35972457144	0,162142961786
7,751788	0	 	 	 
7,841988	1	34,5575191895	8,44351458551	1,62319113743
7,8449224	0	 	 	 
7,9341888	1	35,3429173529	8,57000388694	1,12058768944
7,9371216	0	 	 	 
8,0252912	1	36,1283155163	8,68271159842	1,35372059389
8,0283928	0	 	 	 
8,1151176	1	36,9137136797	8,77384221204	0,675317943047
8,1179896	0	 	 	 
8,2043272	1	37,6991118431	8,85651953762	1,17823426617
8,2070896	0	 	 	 
8,2924904	1	38,4845100065	8,96315907635	1,24090521003
8,2951904	0	 	 	 
8,3795904	1	39,2699081699	9,04858211422	0,720588196764
8,3826904	0	 	 	 
8,4660904	1	40,0553063333	9,08496294369	0,120587051227
8,4694048	0	 	 	 
8,5524912	1	40,8407044967	9,16405334341	1,71019228677
8,5552016	0	 	 	 
8,6375208	1	41,6261026601	9,26743670067	0,721510491287
8,6402912	0	 	 	 
8,7219912	1	42,4115008235	9,31838552081	0,484801308595
8,724892	0	 	 	 
8,806092	1	43,1968989869	9,31689582093	-0,520227841348
8,8087928	0	 	 	 
8,8905896	1	43,9822971503	9,30564602485	0,253952915618
8,8931928	0	 	 	 
8,9748928	1	44,7676953137	9,32201898463	0,134477411558
8,9774928	0	 	 	 
9,0590936	1	45,5530934771	9,31119596758	-0,391553758789
9,0620936	0	 	 	 
9,1435936	1	46,3384916404	9,2546978639	-0,945679464332
9,1468936	0	 	 	 
9,2288296	1	47,1238898038	9,24007688554	0,602608969098
9,2315248	0	 	 	 
9,3135944	1	47,9092879672	9,26745439568	0,0433551608744
9,3163264	0	 	 	 
9,3983256	1	48,6946861306	9,28366672307	0,339321524753
9,4012272	0	 	 	 
